Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	Final_Chosen_Short_Def
correspondent	substantief	2.0	33550	33552	iemand die voor zijn beroep berichten en verslagen stuurt aan de nieuwsmedia	berichtgever; reporter; verslaggever	berichtgever
crapuul	substantief	1.0	33898	33899	 canaille;  janhagel;  tuig;  uitschot ordinair, onbeschaafd iemand	gemeen, ordinair volk; gepeupel	gemeen, ordinair volk
crimineel	adjectief	6.0	34069	34075	 heel erg;  verschrikkelijk	vreselijk; ongehoord	
crimineel	adjectief	7.0	34069	34076	 heel erg;  verschrikkelijk	buitengewoon; geweldig	
crush	substantief	1.0	948488	959069	 sterk verlangen naar iemand of iets;  ook: iemand op wie je verliefd bent of iets waarvoor je een zeer sterke voorkeur hebt of waarnaar je sterk verlangt.	verliefdheid; sterk verlangen	sterk verlangen
cum laude	bijwoord	2.0	467718	664191	buitengewoon goed;  op uitmuntende wijze	uitermate goed; voortreffelijk	uitermate goed
daas	adjectief	B.1.0	34999	238738	 verdoofd;  wazig;  suffig;  suf;  dwaas	verdwaasd; in de war	
dadelijk	adjectief	1.0	35026	35027	direct;  meteen;  subiet	meteen op dat moment; onmiddellijk	
dadelijk	adjectief	2.0	35026	535524	zo dadelijk;  over enkele ogenblikken;  binnen korte tijd;  straks straks indien er niet ingegrepen wordt;  zo meteen als het zo doorgaat;  voor je het weet	zo meteen; zo dadelijk straks als het zo doorgaat	zo dadelijk straks als het zo doorgaat
dadelijk	adjectief	3.0	35026	535605	 direct	bepaald; daadwerkelijk	
dartel	adjectief	1.0	35670	35671	 vrolijk;  levendig	uitgelaten; speels; springerig	
de eerste viool spelen	verbinding	1.0	931113	931115	de leidende vioolpartij spelen in samenspel met een of meer begeleidende violisten;  vervolgens figuurlijk voor: de baas zijn, de leiding hebben, bepalen wat er gebeurt, de lakens uitdelen	de leidende vioolpartij spelen; de baas zijn	de leidende vioolpartij spelen
de hele mikmak	verbinding	1.0	321628	898147	 de hele rataplan	alles bij elkaar; de hele boel	alles bij elkaar
de hele rataplan	verbinding	1.0	320061	928437	 de hele rataplan	alles bij elkaar; de hele boel	alles bij elkaar
deejay	substantief	1.0	36386	36387	iemand die voor zijn beroep in een discotheek of andere dansgelegenheid tijdens een feest of popconcert muziek draait en mixt;  dj;  diskjockey iemand die voor zijn beroep op de radio popmuziek laat horen en het radioprogramma aan elkaar praat;  radiopresentator die plaatjes draait;  radiodeejay	iemand die muziek mixt; dj radiodeejay	iemand die muziek mixt
deeltijds	adjectief	3.0	36507	600972	zo dat de overeengekomen arbeidstijd of opleidingstijd korter is dan wat men bij een voltijds dienstverband of voltijdse opleiding per dag of week moet presteren	op niet-voltijdse basis; in deeltijd	op niet-voltijdse basis
delictherhaling	substantief	1.0	36865	658813	 het nogmaals begaan van een delict;  het opnieuw plegen van een misdrijf	herhaling van een delict; recidive	herhaling van een delict
dialyse	substantief	2.0	38077	38079	kunstmatige zuivering van het bloed van afvalstoffen bij onvoldoende functioneren van de nieren	nierdialyse; hemodialyse	nierdialyse
dienaar	substantief	2.0	38340	377900	iemand die zich volledig toewijdt aan een bepaalde ideologie of religie of aan een bepaald persoon en daarmee aan een bepaalde ideologie of religie;  volgeling iemand die in dienst staat van een organisatie of instantie die met de publieke zaak te maken heeft, zoals het geval is bij een gerechtsdienaar of wetsdienaar	toegewijd persoon; volgeling toegewijde aan de publieke zaak	volgeling toegewijde aan de publieke zaak
diender	substantief	3.0	38346	489902	iemand die voor zijn beroep een rijk of hooggeplaatst persoon in het dagelijks leven helpt, bijvoorbeeld met huishoudelijke taken of als wachter of bewaker	dienaar; bediende	bediende
dienster	substantief	1.0	38413	369428	bediende in een café of restaurant;  vrouw die voor haar beroep drankjes en gerechten serveert	bediende; serveerster	serveerster
dienster	substantief	2.0	38413	369447	vrouw die voor haar beroep in persoonlijke dienst is van een doorgaans welgestelde persoon, vaak om binnen diens huishouden of als lid van een ruimere personeelsstaf huishoudelijke taken te verrichten;  vrouwelijke dienstbode	bediende; dienstmeisje	dienstmeisje
dilettant	substantief	1.0	39065	39066	iemand die een kunst of wetenschap beoefent, niet als vakman met grondige kennis van zaken maar uit liefhebberij	liefhebber; amateur	liefhebber
dinsdags	bijwoord	2.0	39249	39251	 ook: op elke dinsdag	op dinsdag; 's dinsdags	's dinsdags
diocese	substantief	1.0	390356	498012	ambtsgebied van een bisschop of aartsbisschop	diocees; bisdom	diocees
doctoraat	substantief	3.0	40046	661752	schriftelijk verslag van de resultaten van een doctoraatsonderzoek	proefschrift; dissertatie	proefschrift
donderdags	bijwoord	2.0	40892	40894	 ook: op elke donderdag	op donderdag; 's donderdags	's donderdags
doorkoken	werkwoord	2.0	41409	886381	te lang koken;  overmatig koken;  ook: door en door koken;  lang koken;  zeer goed koken	iets te lang koken; iets door en door koken	
doormeter	substantief	1.0	41456	41457	grootste afstand tussen twee punten in een cirkel of bol;  rechte lijn die vanaf een willekeurig punt op de rand van een cirkel of bol recht door het middelpunt naar de andere kant van de cirkel of bol loopt;  twee keer de straal	middellijn; diameter	middellijn
drerrie	substantief	1.0	943748	946900	 makker;  maat;  kameraad;  gast	vriend; jongen	
duts	substantief	1.0	319089	485299	iemand die vaak pech heeft;  iemand die op het verkeerde moment op de verkeerde plaats is;  iemand die altijd in het verdomhoekje zit;  sukkelaar	pechvogel; stakker	pechvogel
dyugudyugu	substantief	1.0	601614	660971	 grote drukte;  veel ophef;  rel;  opschudding;  stampij	druk gedoe; reuring	druk gedoe
echel	substantief	2.0	301427	301437	iemand die zich gedraagt op een wijze die doet denken aan een bloedzuiger;  iemand die anderen uitbuit, uitzuigt, exploiteert	uitbuiter; uitzuiger	uitbuiter
ecru	adjectief	2.0	44745	44747	de kleur ecru hebbend	crèmekleurig; roomwit	crèmekleurig
een stijve kop	verbinding	1.0	905974	905981	een koppig karakter of een koppige houding	een koppig karakter; een koppige houding	een koppig karakter
eerdaags	bijwoord	1.0	45152	45153	 binnenkort	binnen afzienbare tijd; weldra	
ei	substantief	A.2.0	45551	45553	kippenei of vogelei;  kippenei of  ei  van een andere hoendervogel als zuivelproduct en als voedsel;  ook: ei van schildpad;  ook: de inhoud van een  ei  die gebruikt wordt bij het bereiden van gerechten ei als stof gerecht met eieren	kippenei; vogelei; schildpadei gerecht met eieren	schildpadei gerecht met eieren
eindereeks	substantief	1.0	365379	635076	uitverkoop van winkelrestanten	opruiming; solden	opruiming
elektrische stroom	verbinding	1.0	897805	897811	transport van elektrische lading door een geleider;  ook: elektriciteit, elektrische energie als energiebron	elektriciteit als energiebron; stroom	elektriciteit als energiebron
ellendeling	substantief	1.0	46409	46410	iemand die het waard is om veracht te worden;  iemand met een slecht karakter;  gewetenloos persoon	verachtelijk persoon; slecht mens	verachtelijk persoon
emotioneel	adjectief	5.0	46612	588072	de emoties sterk beroerend	ontroerend; aangrijpend	aangrijpend
en bloc	bijwoord	1.0	424279	552569	met alle betrokken mensen bij elkaar;  allemaal;  gezamenlijk;  als een geheel;  massaal	met alle mensen bij elkaar; allen tezamen	met alle mensen bij elkaar
en bloc	bijwoord	2.0	424279	552570	 allemaal;  geheel en al;  ook: in groten getale;  massaal	met alle zaken bij elkaar; alles tezamen	
Engelse roos	verbinding	1.0	902046	902047	rozenras dat door de Engelse rozenkweker David Austin is geïntroduceerd door kruising van oude en moderne rozenrassen en dat gekenmerkt wordt door geurige, langbloeiende bloemen in een breed kleurenpalet	rozenras; David Austinroos	David Austinroos
enthousiast	adjectief	1.0	47128	47129	met veel zin, overtuiging en plezier iets doend of ergens voor staand;  veel enthousiasme hebbend of tonend;  vol geestdrift;  geestdriftig gedreven door hartstochtelijk enthousiasme of blinde ijver;  overtuigd;  fervent	vol geestdrift fervent; fanatiek	vol geestdrift fervent
enthousiast	adjectief	1.1	47128	588670	gedreven door hartstochtelijk enthousiasme of blinde ijver;  overtuigd	fervent; fanatiek	fanatiek
entre nous	bijwoord	1.0	399168	662251	(Frans, letterlijk 'onder ons') in vertrouwen;  in alle vertrouwelijkheid;  in alle beslotenheid;  tussen ons, met uitsluiting van een ander of anderen	onder ons; in vertrouwen	in vertrouwen
ewa	tussenwerpsel	1.0	943970	948773	 hoi;  hoe is het?	hé; wat is er?	wat is er?
ex-	overige	3.0	553854	553861	voorvoegsel waarmee zelfstandige naamwoorden worden gevormd en dat aangeeft dat de in het tweede lid genoemde zaak niet meer bestaat of niet meer van toepassing is;  voormalig	van zaken: voormalig; niet meer bestaand	van zaken: voormalig
ex-	overige	4.0	553854	553858	voorvoegsel dat voorafgaat aan een landnaam en dat aangeeft dat het in het tweede lid genoemde land niet langer bestaat;  voormalig	van landen: voormalig; niet meer bestaand	van landen: voormalig
ex ante	adjectief	1.0	48863	554259	van tevoren (gedaan, verricht, gesteld e.d.);  voorafgaand	vooraf; van tevoren	van tevoren
ex post	adjectief	1.0	554260	554571	achteraf (gedaan, verricht, gesteld e.d.);  na afloop	achteraf; naderhand	naderhand
expander	substantief	2.0	49313	49315	apparaat of onderdeel dat een gebruiker toestaat meer apparatuur of meer kanalen voor signalen, data e.d. aan te sluiten op een aansluitpunt van een elektronisch toestel	aansluitingsapparaat; aansluitingsonderdeel	aansluitingsonderdeel
expliceren	werkwoord	1.0	466637	942979	door het geven van (meer) informatie duidelijk of duidelijker maken;  toelichten;  verduidelijken;  verklaren	duidelijk(er) maken; uitleggen	duidelijk(er) maken
expliqueren	werkwoord	1.0	456973	942913	door het geven van (meer) informatie duidelijk of duidelijker maken;  toelichten;  verduidelijken;  verklaren	duidelijk(er) maken; uitleggen	duidelijk(er) maken
eyeliner	substantief	1.0	49668	49669	cosmeticaproduct in de vorm van vloeibare, donkere kleurstof die men op de lijn van de wimpers of op de onderste oogrand fijn aanbrengt met een penseeltje of klein soort viltstift, om de ogen expressiever te maken en de oogvorm te accentueren penseeltje of klein soort viltstift waarmee kleurstof in de vorm van een fijne streep op de oogranden wordt aangebracht	cosmeticaproduct eyelinerpenseel; eyelinerstift	cosmeticaproduct eyelinerpenseel
eyeliner	substantief	1.1	49668	49670	penseeltje of klein soort viltstift waarmee kleurstof in de vorm van een fijne streep op de oogranden wordt aangebracht	eyelinerpenseel; eyelinerstift	eyelinerpenseel
fittie	substantief	1.0	598199	598543	 strijd	gevecht; ruzie	
flamoes	substantief	1.0	51726	51727	vrouwelijk geslachtsdeel, meestal aleen de uitwendige delen ervan	vrouwelijk geslachtsdeel; vulva	vrouwelijk geslachtsdeel
flipper	substantief	3.0	52001	230801	rubber of plastic soort schoen met nagemaakte lange zwemvliezen daaraan, die gebruikt worden bij duiken en snorkelen of gewoon om hard mee te zwemmen	duikvin; zwemvlies; zwemvin	zwemvlies
flodderen	werkwoord	1.0	321315	562445	loshangen en daardoor kunnen bewegen	loshangen; fladderen	loshangen
fond	substantief	4.0	52398	517379	 bodem gistbodem die troebelheid en extra bitterheid geeft aan op fles hergiste bieren	onderste laag; bodem gistbodem	bodem gistbodem
foulard	substantief	2.0	52841	52843	elegant halssjaaltje, vooral van foulardweefsel	halssjaaltje; halsdoek	halssjaaltje
fraude	substantief	1.0	53156	53157	handelwijze die erin bestaat dat iemand een persoon of personen dan wel een instantie of instanties opzettelijk bedriegt door gegevens te vervalsen of te verzwijgen	bedrog; zwendel	zwendel
garçon	substantief	1.0	54454	54455	mannelijke bediende die voor zijn beroep of als bijbaan drankjes, gerechten e.d. serveert in horecagelegenheden, zoals een café of restaurant	kelner; ober	kelner
gas	substantief	2.0	54456	54459	brandbaar en als energiebron gebruikt gasmengsel van methaan of andere gassoorten dat men als aardgas uit gasvelden wint of chemisch produceert zoals uit aardolie, en onder druk in gasleidingen of in gasflessen e.d. naar verbruikers transporteert;  gas om te verwarmen, te koken, aan te drijven of te verlichten levering van gas;  gastoevoer;  gasvoorziening het verbruik van gas;  gasverbruik installatie voor gastransport bestaande uit pijpen en aansluitingen;  gasleidingsysteem;  buizenstelsel voor gastoevoer kookapparaat of verwarmingsapparaat dat op gas werkt;  gasfornuis;  gashaard geheel van activiteiten die betrekking hebben op de productie en distributie van gas;  industrietak die voorziet in gas	gasmengsel als energiebron levering van gas gasverbruik installatie voor gastransport gasfornuis; gasvuur; gashaard industrietak die voorziet in gas	gasmengsel als energiebron levering van gas gasverbruik installatie voor gastransport gasfornuis
gas	substantief	2.4	54456	620862	kookapparaat of verwarmingsapparaat dat op gas werkt	gasfornuis; gasvuur; gashaard	gasfornuis
gebedel	substantief	1.0	411787	652783	 het voortdurend of herhaaldelijk bedelen;  het voortdurend of telkens weer bedelen om iets te verkrijgen	het bedelen; het voortdurend bedelen	het voortdurend bedelen
geëmotioneerd	adjectief	1.0	59502	59503	overmand door emotie of emoties	diep ontroerd; sterk aangedaan	sterk aangedaan
gefoeter	substantief	1.0	390022	522881	het (aanhoudend) op een ongeduldige, mokkende, verongelijkte manier zijn ongenoegen uiten;  pregnanter ook: het heftig tekeer gaan tegen iets of iemand;  het vloeken en tieren tegen iets of iemand;  het uitvaren tegen iets of iemand	gemopper; getier	gemopper
gefundenes Fressen	substantief	1.0	193961	193963	(Duits) letterlijk 'gevonden aas, gevonden voedsel', alleen in figuurlijk gebruik voor: kans, uitgelezen mogelijkheid die men niet voorbij mag laten gaan, omdat er direct voordeel uit behaald kan worden (al dan niet tegenover anderen, andersdenkenden);  iets waar met plezier en gretigheid op ingegaan wordt, omdat het precies in het straatje past van iemand of iets;  kolfje naar de hand van iemand of iets;  hapklaar brokje	buitenkansje; gemakkelijke prooi	gemakkelijke prooi
gehaaid	adjectief	1.0	55848	55849	zich op ambitieuze, felle en slimme wijze voor iets inzettend;  fel en sluw;  geslepen	sluw; gewiekst	gewiekst
gehaktbal	substantief	2.0	55860	522866	onbenullig of dom persoon	dom persoon; sufferd	dom persoon
gelukkig	adjectief	6.0	56889	589998	tevreden met iets of iemand;  verheugd over iets of iemand	tevreden; blij	tevreden
geperste kop	verbinding	1.0	909411	909412	fijngehakt, geperst en in azijn ingelegd vlees van de kop van een slachtdier;  preskop;  hoofdkaas	vlees van de kop van een slachtdier; zult	vlees van de kop van een slachtdier
gerant	substantief	2.0	57791	57792	iemand die voor zijn beroep een bedrijf exploiteert van een veelal beperkte schaalgrootte, zoals een winkel, een supermarkt of tankstation e.d.	exploitant; uitbater	exploitant
gevankelijk	bijwoord	1.0	430441	643823	op de wijze, in de toestand van een gevangene;  als gevangene of gevangenen;  in gevangenschap	als gevangene; als gevangenen	als gevangenen
gezeglijk	adjectief	1.0	59204	59205	geneigd zich iets te laten gezeggen;  geneigd het advies of het bevel van iemand op te volgen;  volgzaam	inschikkelijk; gehoorzaam	inschikkelijk
gezouten	adjectief	3.0	59474	376585	als het ware met zout bereid	pittig; heftig; kras	pittig
gids	substantief	2.0	59587	59588	iemand die voor zijn beroep of uit liefhebberij toeristen, bezoekers of reizigers de weg wijst en informatie over bezienswaardigheden geeft;  iemand die voor zijn beroep of als hobby mensen rondleidt in een gebouw, stad of natuurgebied iemand die iemand anders bewust begeleidt of onbewust in een bepaalde richting stuurt;  mentor	iemand die de weg wijst mentor; leermeester	iemand die de weg wijst mentor
gids	substantief	2.1	59587	513253	iemand die iemand anders bewust begeleidt of onbewust in een bepaalde richting stuurt	mentor; leermeester	leermeester
gnuiven	werkwoord	1.0	60319	60320	onderdrukt lachen met lichte spot en een innerlijk gevoel van voldoening of licht leedvermaak om iets;  heimelijk plezier hebben	gniffelen; zich verkneukelen	zich verkneukelen
goedgekleed	adjectief	1.0	60574	60575	op een manier gekleed die algemeen als goed, netjes wordt beschouwd;  met mooie kleren aan	keurig gekleed; netjes aangekleed	netjes aangekleed
goedgevuld	adjectief	4.0	60588	231655	"""rijkelijk voorzien van vlees"";  corpulent;  gezet"	dik; volslank	volslank
gorilla	substantief	1.0	60860	60861	mensaap uit Midden-Afrika die tot 2.20 m groot wordt en daardoor de grootste der mensapen is, met een onbehaard zwarthuidig gezicht met sterk terugwijkend voorhoofd, lange sterk gespierde armen en een gespierd lichaam diersoort die  gorilla  wordt genoemd;  diersoort der gorilla's man die groot en sterk is, vaak ook onbehouwen en dommig man die in dienst van iemand optreedt als lijfwacht of ingezet wordt voor opdrachten waarmee bedreiging en geweld gemoeid is	grootste mensaap diersoort der gorilla's grote, sterke, man lijfwacht; ingehuurde geweldenaar	grootste mensaap diersoort der gorilla's grote, sterke, man lijfwacht
gorilla	substantief	1.3	60860	191869	man die in dienst van iemand optreedt als lijfwacht of ingezet wordt voor opdrachten waarmee bedreiging en geweld gemoeid is	lijfwacht; ingehuurde geweldenaar	ingehuurde geweldenaar
gouw	substantief	1.0	61055	61056	bestuurlijk deelgebied, vaak een provincie;  soms ook in een algemenere toepassing: landstreek;  gewest	provincie; landstreek	landstreek
grond	substantief	7.0	62357	632952	het diepste, het wezen, de kern van iets in wezen;  eigenlijk door middel van een gewone rechtzaak (bodemprocedure) in tegenstelling tot een kortgeding tot de kern van de zaak;  grondig	wezen; kern	wezen
grosso modo	bijwoord	1.0	413095	662097	(Latijn) ruw geschat;  naar schatting;  over het geheel genomen;  alles bij elkaar;  zo ongeveer;  ruwweg	ruw geschat; grofweg	ruw geschat
gruzelementen	substantief	1.0	62859	62860	kleine gebroken stukjes, zoals brokken, scherven of splinters, waarin iets desintegreert door een krachtige klap, slag of val	stukjes; scherven; splinters	splinters
haai	tussenwerpsel	B.1.0	63130	201492	openingsgroet	hai; hi	
halo	substantief	4.0	63554	63558	lichtschijnsel in afbeeldingen dat de heiligheid van personen uitdrukt en vaak in de vorm van een stralenkrans of cirkel achter of boven het hoofd wordt weergegeven	aureool; stralenkrans	stralenkrans
hansworst	substantief	2.0	64205	64206	iemand die zich lachwekkend of belachelijk gedraagt	dwaas; idioot; malloot; nar; pias	malloot
haring	substantief	2.0	64461	195775	pen of pin om een tent, windscherm of luifel met behulp van scheerlijnen in de grond vast te zetten	tentharing; pin; pen	tentharing
hart	substantief	1.0	64532	64533	holle spier in de borstholte die door beurtelings samentrekken en uitzetten het bloed door de bloedvaten pompt prothese ter vervanging van het  hart;  kunsthart vlees van de hartspier van geslachte dieren streek op de borst waar het  hart  zich bevindt;  hartstreek	holle spier in de borstholte kunsthart vlees van de hartspier van dieren hartstreek; borst	holle spier in de borstholte kunsthart vlees van de hartspier van dieren hartstreek
hart	substantief	3.0	64532	524584	het  hart  of de hartstreek beschouwd als deel van het lichaam waarop aandoeningen van de geest en het gemoed werken;  het  hart  of de hartstreek beschouwd als zetel of oorsprong van iemands innigste gedachten, gevoelens en karaktereigenschappen, zoals angst, liefde, medeleven, moed, begeerte, enz.;  innerlijk (diep) in iemands gemoed;  in iemands (diepste) wezen, vaak zonder uitwendig iets te laten blijken gevoel en verstand zich milder opstellen en iets een keer toestaan	gevoel; gemoed; innerlijk	innerlijk
hart	substantief	7.0	64532	525706	geestelijke kern	wezen; essentie	essentie
hart	substantief	1.3	64532	524657	streek op de borst waar het  hart  zich bevindt	hartstreek; borst	hartstreek
helper	substantief	2.0	65540	65542	iemand die als vaste hulp een persoon assisteert bij de uitvoering van diens bezigheden of beroep;  assistent man die als vaste hulp iemand assisteert bij de uitvoering van diens bezigheden of beroep wielrenner die in een ploeg ten dienste van een toprenner rijdt, o.m. door op kop te rijden om de krachten van de toprenner te sparen voor de eindspurt en door onsnappingspogingen van renners uit rivaliserende ploegen te bemoeilijken;  ondersteunend wielrenner;  knecht	vaste hulpkracht; assistent mannelijke vaste hulpkracht ondersteunend wielrenner	assistent mannelijke vaste hulpkracht ondersteunend wielrenner
hetze	substantief	1.0	66559	66560	het stelselmatig manipuleren en ophitsen van de gemoederen, met het doel iemand of iets in een kwaad daglicht te stellen;  opruiing	haatcampagne; lastercampagne; ophitsing	lastercampagne
highbrow	adjectief	1.0	400157	869148	bestemd voor intellectuelen;  bestemd voor hoogopgeleiden;  voor de elite;  elitair	hoogdrempelig; hoogstaand	hoogdrempelig
hit	substantief	A.4.0	66965	224210	goede slag, raak schot of rake worp;  treffer	goede slag; raak schot	goede slag
hoofdkwartier	substantief	2.0	68094	579678	veelal vast verblijf vanwaar de leiding of directie van een grote organisatie, instelling of onderneming zijn verschillende vestigingen aanstuurt;  hoofdvestiging van een organisatie;  hoofdzetel de leiding of directie in de hoofdzetel van een grote organisatie of onderneming	hoofdkantoor; hoofdzetel de leiding of directie in de hoofdzetel	hoofdzetel de leiding of directie in de hoofdzetel
horzel	substantief	2.0	68820	68822	grote wespensoort die naast de geel-zwarte tekening vaak ook rode verkleuringen heeft	grote wesp; hoornaar	grote wesp
hotelier	substantief	1.0	68918	68919	iemand die voor zijn beroep een hotel exploiteert;  uitbater, exploitant, eigenaar van een hotel	exploitant van een hotel; hotelhouder	exploitant van een hotel
hôtelier	substantief	1.0	881966	881967	iemand die voor zijn beroep een hotel exploiteert;  uitbater, exploitant, eigenaar van een hotel	exploitant van een hotel; hotelhouder	exploitant van een hotel
huis	substantief	7.0	69411	532857	onderneming, vaak met de bijgedachte van zeker aanzien;  zaak;  bedrijf;  firma product waarop betreffend bedrijf zich in het bijzonder toelegt en waarin het veel ervaring heeft landgoed waar men druiven verbouwt en over productiemiddelen beschikt om er wijn van te maken;  wijndomein;  wijngoed horecagelegenheid met zekere standing, bijvoorbeeld een restaurant cocktail of specialiteit die door de horecagelegenheid zelf is bedacht of gemaakt wijn die door de eigenaar van een restaurant is uitgezocht en in een grotere voorraad wordt aangehouden, vaak in een goedkopere prijsklasse door de betreffende horecagelegenheid aangeboden	onderneming; zaak wijndomein; wijngoed horecagelegenheid met standing	wijngoed horecagelegenheid met standing
huis	substantief	7.1	69411	534427	landgoed waar men druiven verbouwt en over productiemiddelen beschikt om er wijn van te maken	wijndomein; wijngoed	wijndomein
hulp	substantief	1.0	69773	69774	het doen van inspanningen of het verschaffen van zaken die beogen bij te dragen tot wat een ander verricht of nodig heeft	ondersteuning; bijstand	ondersteuning
hulp	substantief	2.0	69773	69775	iemand die een ander helpt bij een taak, vaak als vaste hulpkracht	helper; helpster	helpster
humbug	substantief	2.0	70109	70111	iets dat niet is wat het pretendeert te zijn	schone schijn; kitsch	schone schijn
hyper-	overige	1.0	875251	875252	bovenmatig;  in enigszins afgezwakt gebruik ook wel: bijzonder;  zeer;  erg;  buitengewoon;  super-	overmatig; over-	overmatig
ICT'er	substantief	2.0	240054	296683	(beursgenoteerd bedrijf dat zich bezighoudt met informatie- en communicatietechnologie (ICT);  ICT-bedrijf	beursgenoteerd ICT-bedrijf; ICT-fonds	beursgenoteerd ICT-bedrijf
in allen dele	bijwoord	1.0	463354	560011	 in ieder opzicht	geheel en al; helemaal; alleszins	geheel en al
in dubio	bijwoord	1.0	456971	553812	(Latijn) in twijfel;  weifelend;  aarzelend aan het twijfelen brengen;  doen weifelen;  doen twijfelen geen beslissing kunnen nemen;  weifelen;  twijfelen in twijfel verkeren;  weifelen;  twijfelen in twijfel verkeren;  weifelen;  twijfelen	in twijfel; twijfelend	in twijfel
in goeden doen	bijwoord	1.0	384788	560093	over veel geld beschikkend;  welvarend;  welgesteld	rijk; vermogend	vermogend
in goeden doen	bijwoord	3.0	384788	560111	in staat om veel te presteren	in vorm; fit	in vorm
indolent	adjectief	1.0	72038	72039	gekenmerkt door geringe vitaliteit en door desinteresse in wat moeite of toewijding vergt;  traag en onverschillig	onverschillig; traag	onverschillig
inktvis	substantief	1.0	72952	72953	in zee levend weekdier dat een ronde of ovale vorm heeft met daaraan tentakels met zuignappen en dat een donkere vloeistof uit kan scheiden om vijanden in verwarring te brengen vlees van een inktvis voor menselijke consumptie, bv. geroosterd of in ringen gefrituurd;  inktvis als voedsel	weekdier met tentakels vlees van inktvis; inktvisgerecht	weekdier met tentakels vlees van inktvis
inktvis	substantief	1.1	72952	232391	vlees van een inktvis voor menselijke consumptie, bv. geroosterd of in ringen gefrituurd;  inktvis als voedsel	vlees van inktvis; inktvisgerecht	vlees van inktvis
introducé	substantief	2.0	74276	74278	persoon die als een nieuw lid, nieuwe abonnee of nieuwe klant wordt aangemeld door iemand die al lid, abonnee of klant is	nieuw lid; nieuwe abonnee	nieuwe abonnee
invalkracht	substantief	1.0	74330	74331	iemand die tijdelijk het werk of de functie van een ander overneemt;  tijdelijke arbeidskracht;  in de sport ook: speler die normaal niet in de basisopstelling staat, maar de plaats inneemt van een basisspeler	invaller; waarnemer	waarnemer
jaap	substantief	2.0	74911	599472	keer dat men met een mes of ander scherp voorwerp snijdt;  snede	snee; messnede	messnede
jantje-van-leiden	substantief	3.0	427179	590426	mooi praatje;  loze belofte of loze uitspraak;  inhoudsloos gepraat;  smoesje zich met inhoudsloos gepraat of met een smoes afmaken van iets	loos gepraat; smoesje	loos gepraat
jeremiëren	werkwoord	1.0	75601	75602	een luide en/of aanhoudende jammerklacht over iets uiten;  lamenteren	jammeren; weeklagen	weeklagen
joyeus	adjectief	1.0	76230	76231	aangenaam (om te zien), bevallig;  luchtig;  plezierig	aangenaam; vrolijk	aangenaam
kadet	substantief	1.0	77030	77031	rond, zacht broodje met een deuk over het midden van de bovenkant;  achterste;  kont	broodje; kadetje bil	kadetje bil
kakkerlak	substantief	2.0	77101	239228	vies, waardeloos iemand;  waardeloze nietsnut;  onderkruipsel persoon die tot een grote onuitroeibare bevolkingsgroep of groot onuitroeibaar volk hoort	onderkruipsel; nietsnut onuitroeibaar persoon	nietsnut onuitroeibaar persoon
kant	substantief	7.0	77701	647505	 kamp;  zijde gelijk hebben;  het bij het juiste eind hebben gelijk krijgen denken of weten dat je gelijk hebt of zal krijgen beide personen houden van elkaar voor een goede samenwerking moeten alle partijen zich inzetten;  sommige zaken kunnen alle slagen als alle partijen meewerken voor een goede samenwerking moeten alle partijen zich inzetten;  sommige zaken kunnen alle slagen als alle partijen meewerken gerechtelijk in het voordeel zijn;  wettelijk gemakkelijk gelijk krijgen wettelijk in je recht staan;  je niet in strijd met de wet gedragen;  legaal handelen gerechtelijk in het voordeel zijn ik op mijn beurt van iemand;  vanuit iemand;  van iemands zijde;  uit iemands richting de kant van de vijand homoseksueel familietak;  bloedlijn;  tak of lijn in een stamboom aangetrouwde familie;  aanhang directe familie, waarmee een bloedband wordt gedeeld	partij; kamp familietak	kamp familietak
kant	substantief	8.0	77701	647532	 facet;  eigenschap;  perspectief;  kijkwijze;  deel van een verhaal;  visie op iets in één opzicht;  enerzijds in een ander opzicht;  anderzijds in geen enkel opzicht;  op geen enkele manier;  totaal niet	oogpunt; aspect	oogpunt
kapitein	substantief	4.0	77942	548877	iemand die een sportteam aanvoert	aanvoerder; captain	aanvoerder
kapper	substantief	1.0	78015	78016	iemand die voor zijn beroep haren kapt;  iemand die tegen vergoeding haren knipt, scheert, kleurt, permanent aanbrengt, etc.;  coiffeur kapper die bij mensen thuiskomt in plaats van dat hij in een kapperszaak werkt kapper die zijn inkomsten aan de belastingdienst opgeeft;  kapper die niet zwart werkt kapper die geen belastingen betaalt;  kapper die zwart werkt kapper waar veel (of alleen maar) mensen met een donkere huidskleur komen en die daarom verstand heeft van kroeshaar en bijvoorbeeld gespecialiseerd is in het maken van strakke vlechtjes bedrijf van een kapper;  kapperszaak;  kapperswinkel;  kapsalon naar de kapper gaan;  een bezoek aan de kapper brengen	iemand die haren kapt kapperszaak; kapsalon	iemand die haren kapt kapperszaak
kapper	substantief	3.0	78015	305705	olijfgroen bloemknopje van de kappertjestruik (Capparis spinosa) dat ingelegd is in zout of azijn en vervolgens in gerechten gebruikt wordt, vaak als smaakmaker of als garnering;  kappertje ingelegd onrijp besje van een kapperstruik;  kapperappeltje;  kapperbesje	ingelegd bloemknopje; kappertje kapperappeltje	kappertje kapperappeltje
kapper	substantief	1.1	78015	308895	bedrijf van een kapper;  kapperswinkel;  kapsalon naar de kapper gaan;  een bezoek aan de kapper brengen	kapperszaak; kapsalon	kapperszaak
